! 25-05-2011
! Johan Albrecht Schmidt
! email: johanalbrechtschmidt@gmail.com
! Sup. mat. for Schmidt et al. (2011)
! 14N14N17O cross sections in units of cm^2
!	E_ph / cm-1			(0,0,0)				(0,1,0)				(0,2,0)				(0,3,0)				(1,0,0)				(1,1,0)
   3.9999999999980428e+04	   2.4131205387292201e-26	   3.5023400273200102e-25	   9.2759045430918428e-24	   1.2659701742440526e-22	   4.5627728086935910e-24	   1.1422872950950071e-22	
   4.0049999999980406e+04	   2.7154132227911994e-26	   2.8480626586771727e-25	   1.0194868504889454e-23	   1.3742242803611488e-22	   4.9935332022611538e-24	   1.2422523755832905e-22	
   4.0099999999980377e+04	   1.4613777263160989e-26	   3.6257649259120756e-25	   1.1062206406604435e-23	   1.4981944230549771e-22	   5.4621486668842375e-24	   1.3500777868349243e-22	
   4.0149999999980355e+04	   2.9103101557213720e-26	   4.2268770799675381e-25	   1.2290374118195808e-23	   1.6257413447212924e-22	   6.0329430654061102e-24	   1.4655633586146428e-22	
   4.0199999999980333e+04	   2.0523608493680466e-26	   3.8693284399482059e-25	   1.3278755120041632e-23	   1.7630591902054903e-22	   6.6369372168274295e-24	   1.5899645027796603e-22	
   4.0249999999980311e+04	   1.4888389489328360e-26	   5.4111331357871462e-25	   1.4527002573269699e-23	   1.9133425974441889e-22	   7.3176221128775266e-24	   1.7267820985923097e-22	
   4.0299999999980282e+04	   3.4847667353246421e-26	   5.4626748286697560e-25	   1.6043478774206285e-23	   2.0669977950234485e-22	   8.0777545846401268e-24	   1.8749301922280391e-22	
   4.0349999999980260e+04	   1.1113525803785642e-26	   5.7665548898799910e-25	   1.7419552901341337e-23	   2.2373783229790302e-22	   8.8585719022203266e-24	   2.0367263268406539e-22	
   4.0399999999980238e+04	   2.5405160221235313e-26	   7.3698057947064005e-25	   1.9283856243858437e-23	   2.4196968735618200e-22	   9.7414204324115571e-24	   2.2130834568621310e-22	
   4.0449999999980209e+04	   3.4494769480046880e-26	   7.2208409111102992e-25	   2.1163874604080098e-23	   2.6129109179264801e-22	   1.0692027587589142e-23	   2.4027391087326882e-22	
   4.0499999999980188e+04	   3.8325619601883075e-27	   8.5033444927981310e-25	   2.3100422836053092e-23	   2.8299220445504675e-22	   1.1711873996759473e-23	   2.6084556263828190e-22	
   4.0549999999980166e+04	   4.2694935379659476e-26	   9.5836097792241077e-25	   2.5508549768496509e-23	   3.0587101122758834e-22	   1.2849374145643539e-23	   2.8292532033171799e-22	
   4.0599999999980137e+04	   2.3543666593769755e-26	   9.6872850207727569e-25	   2.7774093046779061e-23	   3.3073179225716018e-22	   1.4042328142114226e-23	   3.0656963090350233e-22	
   4.0649999999980115e+04	   1.1971739815775674e-26	   1.1942397634468077e-24	   3.0402232259703175e-23	   3.5797063766251494e-22	   1.5336396627852665e-23	   3.3202829266373442e-22	
   4.0699999999980093e+04	   5.5150083306840554e-26	   1.2510214412025190e-24	   3.3350068970018936e-23	   3.8655141839228179e-22	   1.6746975788641134e-23	   3.5915389214119093e-22	
   4.0749999999980064e+04	   1.8077715612460553e-26	   1.3336487542669222e-24	   3.6203403519576554e-23	   4.1769093965960040e-22	   1.8253447777183411e-23	   3.8820274639294913e-22	
   4.0799999999980042e+04	   4.1180701200089289e-26	   1.5667725493255446e-24	   3.9615679547067828e-23	   4.5078678592110579e-22	   1.9944533480704436e-23	   4.1933214511170343e-22	
   4.0849999999980013e+04	   5.7689759718718769e-26	   1.6336272533607718e-24	   4.3103089871343226e-23	   4.8569543703019441e-22	   2.1783150672976018e-23	   4.5257629246157903e-22	
   4.0899999999979984e+04	   2.6907669527835881e-26	   1.8505898448557944e-24	   4.6773454038027040e-23	   5.2361258330128557e-22	   2.3780842134865278e-23	   4.8840609279594934e-22	
   4.0949999999979962e+04	   7.3547778668174651e-26	   2.0688046295103597e-24	   5.1104421824461313e-23	   5.6333137315731378e-22	   2.6006301235242883e-23	   5.2686196183311939e-22	
   4.0999999999979940e+04	   5.9124891730718156e-26	   2.1972328523107626e-24	   5.5456523367612175e-23	   6.0582675670938582e-22	   2.8380696532685396e-23	   5.6818794477147054e-22	
   4.1049999999979911e+04	   5.3648085794241999e-26	   2.5417760023088842e-24	   6.0397110776470332e-23	   6.5157343651644402e-22	   3.0970457160129664e-23	   6.1285846532505813e-22	
   4.1099999999979889e+04	   1.0061055015043252e-25	   2.7376858364015958e-24	   6.5887048973606556e-23	   6.9964569496058828e-22	   3.3790475492403434e-23	   6.6078502507377476e-22	
   4.1149999999979867e+04	   6.6550191111517916e-26	   2.9843873996666073e-24	   7.1520994512242498e-23	   7.5158943904117857e-22	   3.6799666535794957e-23	   7.1230374878871343e-22	
   4.1199999999979838e+04	   9.8059849954665935e-26	   3.3904602109746102e-24	   7.7997532039423932e-23	   8.0698240424345398e-22	   4.0077264436966368e-23	   7.6758033596418029e-22	
