! 25-05-2011
! Johan Albrecht Schmidt
! email: johanalbrechtschmidt@gmail.com
! Sup. mat. for Schmidt et al. (2011)
! 15N15N16O cross sections in units of cm^2
!	E_ph / cm-1			(0,0,0)				(0,1,0)				(0,2,0)				(0,3,0)				(1,0,0)				(1,1,0)
   3.9999999999980428e+04	   1.8835420763551842e-26	   1.2878093820130664e-25	   6.1517947088980836e-24	   9.3748323243471274e-23	   2.3497716043603710e-24	   6.2083533494898040e-23	
   4.0049999999980406e+04	   1.4557293466923200e-26	   2.3499358427866793e-25	   6.7535930634250009e-24	   1.0224077432781203e-22	   2.6290788906072292e-24	   6.7794741142563395e-23	
   4.0099999999980377e+04	   1.3879865855853276e-26	   2.0229997736520342e-25	   7.4027252182497186e-24	   1.1120663309322420e-22	   2.9035375429168301e-24	   7.4023509563505206e-23	
   4.0149999999980355e+04	   2.1321292315606236e-26	   2.2562805289383579e-25	   8.2130172254942812e-24	   1.2086335036582642e-22	   3.1875183747933061e-24	   8.0855652690766983e-23	
   4.0199999999980333e+04	   1.1023331964344700e-26	   3.0868032863110480e-25	   9.0471460900885889e-24	   1.3138215962038847e-22	   3.5483999525147205e-24	   8.8323660260617795e-23	
   4.0249999999980311e+04	   1.8542006754855862e-26	   2.6507522592132637e-25	   9.9866747764669315e-24	   1.4277415839166874e-22	   3.8903460825213175e-24	   9.6415655333414058e-23	
   4.0299999999980282e+04	   1.9796883524220587e-26	   3.5753296348714547e-25	   1.1049811550128191e-23	   1.5526064707538716e-22	   4.2950942852734778e-24	   1.0519687126103918e-22	
   4.0349999999980260e+04	   8.0492081075349087e-27	   3.8883435469060698e-25	   1.2121868882140592e-23	   1.6883371779195747e-22	   4.7497511868400402e-24	   1.1466912068089186e-22	
   4.0399999999980238e+04	   2.4705979800808533e-26	   3.7483879708352086e-25	   1.3366015209467356e-23	   1.8355059544198504e-22	   5.1897535202516162e-24	   1.2489667133296021e-22	
   4.0449999999980209e+04	   1.2926990727429440e-26	   5.1470133173522417e-25	   1.4710429657753851e-23	   1.9963809667245409e-22	   5.7199621538291558e-24	   1.3598667929660253e-22	
   4.0499999999980188e+04	   1.1176807007723151e-26	   5.0335821100703651e-25	   1.6141332315420703e-23	   2.1685925453327265e-22	   6.2660310214752813e-24	   1.4785765515571220e-22	
